Código,Nome,Preço,@Imagem
"258427,PULSEIRA  PRATA 925 TREVO VAZADO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258427-1.jpg"
"258432,SEPARADOR PRATA 925 TREVO CRAVEJADO,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258432-1.jpg"
"258439,CHOKER PRATA 925 RIVIERA CRAVEJADA,""R$ 319,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258439-1.jpg"
"258442,PULSEIRA PRATA 925 RIVIERA CRAVEJADA,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258442-1.jpg"
"258444,COLAR PRATA 925 CORAÇÕES CRAVEJADOS,""R$ 359,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258444-1.jpg"
"258444,COLAR PRATA 925 CORAÇÕES CRAVEJADOS,""R$ 359,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258444-3.jpg"
"258451,BERLOQUE PRATA 925 REDONDO CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258451-1.jpg"
"258454,BERLOQUE PRATA 925 CHINELO COM DETALHE EM ZIRCÔNIA,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258454-1.jpg"
"258454,BERLOQUE PRATA 925 CHINELO COM DETALHE EM ZIRCÔNIA,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258454-3.jpg"
"258480,BRINCO PRATA 925 INFANTIL ESTRELA TARRACHA BABY,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258480-1.jpg"
"258481,BRINCO PRATA 925 INFANTIL CORAÇÃO TARRACHA BABY,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258481-1.jpg"
"258482,BRINCO PRATA 925 INFANTIL CORAÇÃO TARRACHA BABY,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258482-1.jpg"
"258485,BRINCO PRATA 925 CORAÇÃO CRAVEJADO,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258485-1.jpg"
"258485,BRINCO PRATA 925 CORAÇÃO CRAVEJADO,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258485-3.jpg"
"258485,BRINCO PRATA 925 CORAÇÃO CRAVEJADO,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258485-5.jpg"
"258485,BRINCO PRATA 925 CORAÇÃO CRAVEJADO,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258485-7.jpg"
"258493,ARGOLA PRATA 925 REDONDA TORCIDA,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258493-1.jpg"
"258496,BRINCO PRATA 925 EAR CUFF ESTRELAS LISAS E PONTILHADAS,""R$ 59,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258496-1.jpg"
"258497,BRINCO PRATA 925 INFANTIL CORAÇÃO COM FLECHA TARRACHA BABY,""R$ 15,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258497-1.jpg"
"258498,ARGOLA PRATA 925 RETÂNGULO LISO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258498-1.jpg"
"258499,ARGOLA PRATA 925 GOTA LISA,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258499-1.jpg"
"258503,ARGOLA PRATA 925 QUADRADO LISO,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258503-1.jpg"
"258504,ANEL PRATA 925 SOLITÁRIO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258504-1.jpg"
"258505,ARGOLA PRATA 925 REDONDA LISA,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258505-1.jpg"
"258506,ANEL PRATA 925 SOLITÁRIO QUADRADO COM BORDA CRAVEJADA,""R$ 239,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258506-1.jpg"
"258507,ANEL PRATA 925 CORAÇÃO EM ZIRCÔNIA,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258507-1.jpg"
"258508,ARGOLA PRATA 925 REDONDA LISA,""R$ 15,80"",Imagem não encontrada"
"258509,ANEL PRATA 925 DUPLO CORAÇÃO CRAVEJADO E VAZADO,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258509-1.jpg"
"258510,ARGOLA PRATA 925 REDONDA TORCIDA,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258510-1.jpg"
"258512,ANEL PRATA 925 SOLITÁRIO DUPLO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258512-1.jpg"
"258513,APARADOR PRATA 925 CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258513-1.jpg"
"258514,ANEL PRATA 925 SOLITÁRIO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258514-1.jpg"
"258515,ANEL PRATA 925 SOLITÁRIO COM BORDA CRAVEJADA,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258515-1.jpg"
"258516,ANEL PRATA 925 ELOS LISOS E CRAVEJADOS,""R$ 249,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258516-1.jpg"
"258517,ARGOLA PRATA 925 REDONDA TORCIDA,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258517-1.jpg"
"258518,ARGOLA PRATA 925 REDONDO LISO,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258518-1.jpg"
"258519,COLAR PRATA 925 TREVO LISO,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258519-1.jpg"
"258520,COLAR PRATA 925 BORBOLETAS,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258520-1.jpg"
"258521,ANEL PRATA 925 SOLITÁRIO COM BORDA CRAVEJADA,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258521-1.jpg"
"258522,ANEL PRATA 925 SOLITÁRIO COM BORDA CRAVEJADA,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258522-1.jpg"
"258524,ANEL PRATA 925 SOLITÁRIO RETANGULAR COM DETALHE CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258524-4.jpg"
"258525,ANEL PRATA 925 CORAÇÃO VAZADO CRAVEJADO,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258525-1.jpg"
"258527,ANEL PRATA 925 CORAÇÃO CRAVEJADO,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258527-1.jpg"
"258528,ANEL PRATA 925 OVAL CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258528-1.jpg"
"258530,ANEL PRATA 925 SOLITÁRIO QUADRADO,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258530-1.jpg"
"258532,ANEL PRATA 925 PINGENTE CORAÇÃO CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258532-1.jpg"
"258533,ANEL PRATA 925 CORAÇÃO,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258533-1.jpg"
"258536,ANEL PRATA 925 INFINITO CRAVEJADO COM DETALHE CORAÇÃO,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258536-1.jpg"
"258538,ANEL PRATA 925 TRABALHADO COM DETALHE PONTO DE LUZ,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258538-1.jpg"
"258539,ARGOLA TRIO PRATA 925 REDONDO LISO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258539-1 trio 3_.jpg"
"258541,ARGOLA TRIO PRATA 925 OVAL LISO,""R$ 59,80"",Imagem não encontrada"
"258542,COLAR PRATA 925 FLOR CRAVEJADA,""R$ 179,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258542-1.jpg"
"258543,ANEL PRATA 925 TRANÇADO CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258543-1.jpg"
"258544,ANEL PRATA 925 FIO DUPLO SOLITÁRIO,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258544-1.jpg"
"258546,ANEL PRATA 925 FLOR CRAVEJADA,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258546-1.jpg"
"258550,ANEL PRATA 925 FILEIRAS CRAVEJADO,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258550-1.jpg"
"258551,ANEL PRATA 925 SOLITÁRIO CRAVEJADO,""R$ 239,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258551-1.jpg"
"258553,ANEL PRATA 925 TRABALHADO NAVETE CRAVEJADO,""R$ 179,80"",Imagem não encontrada"
"258554,ANEL PRATA 925 FIO DUPLO CRAVEJADO COM SOLITÁRIO,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258554-1.jpg"
"258555,ANEL PRATA 925CORAÇÃO CRAVEJADO,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258555-1.jpg"
"258556,ANEL PRATA 925 AMOR DE MÃE DETALHE CRAVEJADO,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258556-1.jpg"
"258558,ANEL PRATA 925 SOLITÁRIO RETÂNGULAR,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258558-1.jpg"
"258560,ANEL PRATA 925 SOLITÁRIO COM BORDA CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258560-1.jpg"
"258565,CONJUNTO PRATA 925 CIRCULO VAZADO DETALHE ZIRCÔNIA,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258565-1.jpg"
"258565,CONJUNTO PRATA 925 CIRCULO VAZADO DETALHE ZIRCÔNIA,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258565-11.jpg"
"258565,CONJUNTO PRATA 925 CIRCULO VAZADO DETALHE ZIRCÔNIA,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258565-3.jpg"
"258565,CONJUNTO PRATA 925 CIRCULO VAZADO DETALHE ZIRCÔNIA,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258565-5.jpg"
"258565,CONJUNTO PRATA 925 CIRCULO VAZADO DETALHE ZIRCÔNIA,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258565-7.jpg"
"258565,CONJUNTO PRATA 925 CIRCULO VAZADO DETALHE ZIRCÔNIA,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258565-9.jpg"
"258568,CONJUNTO PRATA 925 BORBOLETA CRAVEJADA,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258568-1.jpg"
"258571,CONJUNTO PRATA 925 CIRCULOS VAZADOS E CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258571-1.jpg"
"258577,CONJUNTO PRATA 925 RETÂNGULO CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258577-1.jpg"
"258609,CONJUNTO PRATA 925 CORAÇÃO LISO E CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258609-1.jpg"
"258645,ARGOLA TRIO PRATA 925 CRAVEJADO,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258645-1.jpg"
"258646,ANEL PRATA 925 DETALHE QUADRADO EM ZIRCÔNIA,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258646-1.jpg"
"258649,ANEL PRATA 925 CRAVEJADO COM DETALHE NAVETE,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258649-1.jpg"
"258652,ANEL PRATA 925 CÍRCULOS EM ZIRCÔNIA,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258652-1.jpg"
"258657,CONJUNTO PRATA 925 CORAÇÃO VAZADO E CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258657-1.jpg"
"258658,COLAR PRATA 925 CORAÇÃO BORDA CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258658-1.jpg"
"258661,BRINCO TRIO PRATA 925 CORAÇÃO LISO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258661-1.jpg"
"258662,BRINCO PRATA 925 PONTO DE LUZ BORDA CRAVEJADA,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258662-1.jpg"
"258664,BRINCO PRATA 925 PONTO DE LUZ QUADRADO,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258664-1.jpg"
"258664,BRINCO PRATA 925 PONTO DE LUZ QUADRADO,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258664-11.jpg"
"258664,BRINCO PRATA 925 PONTO DE LUZ QUADRADO,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258664-3.jpg"
"258664,BRINCO PRATA 925 PONTO DE LUZ QUADRADO,""R$ 25,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258664-9.jpg"
"258664,BRINCO PRATA 925 PONTO DE LUZ QUADRADO,""R$ 25,80"",Imagem não encontrada"
"258664,BRINCO PRATA 925 PONTO DE LUZ QUADRADO,""R$ 25,80"",Imagem não encontrada"
"258668,BRINCO PRATA 925 GOTA VAZADO COM DETALHE CRAVEJADO,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258668-1.jpg"
"258670,BRINCO PRATA 925 PONTO DE LUZ OVAL BORDA CRAVEJADA,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258670-1.jpg"
"258671,BRINCO PRATA 925 EAR CUFF CORAÇÕES LISO E VAZADOS,""R$ 29,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258671-1.jpg"
"258673,BRINCO PRATA 925 PONTO DE LUZ BORDA CRAVEJADA,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258673-1.jpg"
"258678,BRINCO PRATA 925 CORAÇÃO VAZADO CRAVEJADO,""R$ 139,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258678-1.jpg"
"258680,BRINCO PRATA 925 PONTO DE LUZ,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258680-1.jpg"
"258682,BRINCO PRATA 925 REDONDO CRAVEJADO,""R$ 179,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258682-1.jpg"
"258684,CONJUNTO PRATA 925 LOSANGO DETALHE CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258684-1.jpg"
"258689,BRINCO PRATA 925 EAR CUFF FILEIRA ESTRELAS VAZADAS,""R$ 59,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258689-1.jpg"
"258692,BRINCO PRATA 925 EAR CUFF FILEIRA BORBOLETAS VAZADAS,""R$ 59,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258692-1.jpg"
"258694,ARGOLA PRATA 925 TRABALHADA LISA,""R$ 179,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258694-1.jpg"
"258695,BRINCO PRATA 925 FLORES CRAVEJADAS,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258695-1.jpg"
"258704,BRINCO PRATA 925 FLOR CRAVEJADA,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258704-1.jpg"
"258706,BRINCO PRATA 925 EAR CUFF BARRA CRAVEJADA,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258706-1.jpg"
"258709,BRINCO PRATA 925 AER CUFF NAVETE,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258709-1.jpg"
"258709,BRINCO PRATA 925 AER CUFF NAVETE,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258709-3.jpg"
"258712,BRINCO PRATA 925 EAR CUFF  PONTOS DE LUZ,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258712-1.jpg"
"258717,BRINCO PRATA 925 FLOR COM DETALHES CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258717-1.jpg"
"258724,BRINCO PRATA 925 FLOR COM DETALHE EM ZIRCÔNIA,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258724-1.jpg"
"258729,CONJUNTO PRATA 925 BASE PONTO DE LUZ CIRCULOS LISO E CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258729-1.jpg"
"258730,BRINCO PRATA 925 GOTA COM DETALHE CRAVEJADO,""R$ 179,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258730-1.jpg"
"258731,BRINCO PRATA 925 PÉROLA COM DETALHE FIOS ENTRELAÇADOS,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258731-1.jpg"
"258732,BRINCO PRATA 925 NOSSA SENHORA COM DETALHES CRAVEJADO,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258732-1.jpg"
"258734,COLAR PRATA 925 BOLAS ZIRCONIAS COLORIDAS,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258734-1.jpg"
"258735,BRINCO PRATA 925 CORAÇÃO DUPLO CRAVEJADO,""R$ 179,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258735-1.jpg"
"258736,BRINCO PRATA 925 CORAÇÃO CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258736-1.jpg"
"258736,BRINCO PRATA 925 CORAÇÃO CRAVEJADO,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258736-3.jpg"
"258739,PULSEIRA PRATA 925 COM DETALHES EM  ZIRCÔNIA OVAL,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258739-1.jpg"
"258740,BRINCO PRATA 925 BASE CORAÇÃO COM PINGENTE OVAL,""R$ 119,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258740-1.jpg"
"258741,BRINCO PRATA 925 CORAÇÃO CRAVEJADO,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258741-1.jpg"
"258744,BRINCO PRATA 925 BASE PONTO DE LUZ CORAÇAO BORDA CRAVEJADO P,""R$ 79,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258744-1.jpg"
"258745,BRINCO PRATA 925 GOTA COM DETALHES CRAVEJADOS,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258745-1.jpg"
"258748,PULSEIRA PRATA 925 BORBOLETAS,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258748-1.jpg"
"258750,CONJUNTO PRATA 925 ELOS ENTRELAÇADOS LISO CRAVEJADO,""R$ 199,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258750-1.jpg"
"258755,BRINCO PRATA 925 GOTAS CRAVEJADAS,""R$ 159,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258755-1.jpg"
"258764,PULSEIRA PRATA 925 CORAÇÕES LISOS,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258764-1.jpg"
"258767,PULSEIRA PRATA 925 PINGENTE CORAÇAO LISO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258767-1.jpg"
"258768,PULSEIRA PRATA 925 CORAÇOES LISOS,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258768-1.jpg"
"258773,PULSEIRA PRATA 925 PINGENTE CORAÇÃO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258773-1.jpg"
"258773,PULSEIRA PRATA 925 PINGENTE CORAÇÃO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258773-3.jpg"
"258773,PULSEIRA PRATA 925 PINGENTE CORAÇÃO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258773-5.jpg"
"258773,PULSEIRA PRATA 925 PINGENTE CORAÇÃO,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258773-7.jpg"
"258775,PULSEIRA PRATA 925 BOLAS COLORIDAS,""R$ 39,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258775-1.jpg"
"258777,COLAR PRATA 925 COM COM CORAÇÕES LISOS,""R$ 99,80"",Z:\marketing\Weslley\Coleção JUNHO\CATÁLOGO DE PRATA\258777-1.jpg"
